formatted_address,name,place_id,types,price_level,res$results$geometry$location$lat,res$results$geometry$location$lng,res$results$opening_hours$open_now
"379 Stretford Rd, Stretford, Manchester M15 4AD, UK",Best one atm,ChIJXSjk3fyxe0gROUHuFwX0TvU,convenience_store|atm|finance|food|store|point_of_interest|establishment,1,53.4651908,-2.2597991,TRUE
"612 Hyde Rd, Manchester M18 7EE, UK",Tesco ATM,ChIJi59tkVmxe0gRkngsM1dhDIs,atm|finance|point_of_interest|establishment,,53.4624629,-2.1718116,TRUE
"842 - 844 Stockport Rd, Manchester M19 3AW, UK",paypoint,ChIJ-WGfFtuze0gRz-rK1MCMji4,atm|finance|point_of_interest|establishment,,53.4473319,-2.1916168,
"85 Rochdale Rd, Manchester M4 4HY, UK",ATM (Nip in Shop M4 4HY),ChIJ7d2KBrqxe0gRncbxHov-Zso,atm|finance|point_of_interest|establishment,,53.4883859,-2.2318717,
"Slade Ln, Manchester M19 2HR, UK",PayPoint,ChIJB8sC_c6ze0gRfgNIZ8rO_nM,atm|finance|point_of_interest|establishment,,53.4399799,-2.1999137,
"29 Chester St, Manchester M15 6XJ, UK",ATM,ChIJfQkBE-yxe0gRohKq4fqIhps,atm|finance|point_of_interest|establishment,,53.4713262,-2.2427319,
"28/34 Cross St, Manchester M2 7AQ, UK",Santander ATM,ChIJewZ9XsGxe0gRq-fxbNHP70Y,atm|finance|point_of_interest|establishment,,53.4818921,-2.2447421,TRUE
"Unit 4, Pant Industrial Estate Heads of the Valleys Road CF48 2SR, United Kingdom",RoadHouse Café,ChIJMd6an-Q6bkgRTl_5JTQtvCo,cafe|restaurant|food|point_of_interest|establishment,,51.7673452,-3.3647243,TRUE
"Cyfarthfa Retail Park, Next, Unit 12-13, Swansea Rd, Merthyr Tydfil CF48 1HY, United Kingdom",Costa Coffee,ChIJUQWut7o7bkgRcTKdoJko9fc,cafe|food|store|point_of_interest|establishment,2,51.7495312,-3.3900911,TRUE
"1 John St, Merthyr Tydfil CF47 0AE, UK",G & M Viazzani's Station Cafe,ChIJ29NQNqc7bkgRAdCikw1c4BE,cafe|food|point_of_interest|establishment,,51.7461264,-3.377898,TRUE
"49 Pontmorlais W, Merthyr Tydfil CF47 8UN, UK",Lunah Tearooms,ChIJ9w7xGwg7bkgRyxp9eyDN5Xo,cafe|restaurant|food|point_of_interest|establishment,1,51.7501415,-3.3764332,TRUE
"35 Victoria St, Merthyr Tydfil CF47 8BW, UK",Forum Coffee Lounge,ChIJ0ZZwLKc7bkgRCBQB3U8cfBA,cafe|food|store|point_of_interest|establishment,2,51.7459618,-3.3785544,
"1 Three Salmon St, Merthyr Tydfil CF47 8DS, UK",Moktars Kitchen,ChIJQR799qA7bkgRFjc7-MvvPMo,cafe|food|point_of_interest|establishment,1,51.7433052,-3.3781953,
"Merthyr Tydfil Industrial Estate, Pant Industrial Estate, Pant, Merthyr Tydfil CF48 2SR, UK",Tiffins,ChIJx2SqfOQ6bkgR4mEkw3G0XRc,cafe|restaurant|food|point_of_interest|establishment,1,51.7704062,-3.3626238,TRUE
"John St, Merthyr Tydfil CF47 0AE, UK",Trenchers Coffee Shop,ChIJs7z-S6c7bkgRKS3QMwdbtjw,cafe|food|store|point_of_interest|establishment,,51.7452798,-3.3775382,
"21 Chestnut Way, Merthyr Tydfil CF47 9SB, UK",Greggs,ChIJfSpYif86bkgRg0fRLeySZR0,cafe|restaurant|food|store|point_of_interest|establishment,1,51.7626763,-3.3807015,TRUE
"6 - 7 New Market Walk, Merthyr Tydfil CF47 8EL, UK",Costa Coffee,ChIJPWL0LqE7bkgREIBySa6dIMk,cafe|food|store|point_of_interest|establishment,2,51.7451125,-3.380067,TRUE
"Beacons Place Station Yard, Tramroad Side, Merthyr Tydfil CF47 0AL, United Kingdom",Tesco Café,ChIJb0hTrKA7bkgRcPXY6AKAE_M,cafe|food|store|point_of_interest|establishment,1,51.745592,-3.3769011,TRUE
"27 Mount Pleasant St, Dowlais, Merthyr Tydfil CF48 3AF, UK",Vine Tree Coffee Shop,ChIJfS4uyuE6bkgR45DuyJMHf9Y,cafe|food|store|point_of_interest|establishment,,51.7634225,-3.3566562,
"Pontmorlais, Merthyr Tydfil CF48 8UB, United Kingdom",Caffi Soar,ChIJQfv9m6c7bkgR14FgVaFP3eo,cafe|food|point_of_interest|establishment,,51.748747,-3.377877,TRUE
"Brecon Rd, Merthyr Tydfil CF47 8RE, UK",Julie’s Castle Tea Rooms,ChIJoY0-U647bkgR54eC32zuK-s,cafe|food|point_of_interest|establishment,,51.7564724,-3.3902143,TRUE
"5 Victoria St, Merthyr Tydfil CF47 8ER, UK",Cafe Express,ChIJ1VlY1aY7bkgR1dq5xMIQ5O4,cafe|food|point_of_interest|establishment,1,51.7457586,-3.3795023,TRUE
"42 High St, Merthyr Tydfil CF47 8DE, UK",Cafe N Joy,ChIJOerzxqA7bkgR3usrEEZJv54,cafe|food|point_of_interest|establishment,,51.7447309,-3.3781739,TRUE
"32, Pant Industrial Estate, Heads of the Valleys Rd, Dowlais, Merthyr Tydfil CF48 2SR, UK",Maggie's Kitchen,ChIJic2wiuQ6bkgRKX8SFj1oIBg,cafe|food|point_of_interest|establishment,1,51.7672079,-3.3689075,
"St Tydfil Shopping Centre, 16 New Market Walk, Merthyr Tydfil CF47 8EL, UK",Greggs,ChIJuWHXL6E7bkgRiBwPfylz1UY,cafe|restaurant|food|store|point_of_interest|establishment,1,51.7455916,-3.3800953,TRUE
"The Red House Old Town Hall, High Street, Merthyr Tydfil CF47 8AE, United Kingdom",JOL's at Red House,ChIJ-ctXCqA7bkgRlHvVhwISIGw,cafe|food|point_of_interest|establishment,,51.7475067,-3.3779412,TRUE
"86 Victoria St, Dowlais, Merthyr Tydfil CF48 3RN, UK",Victoria’s Deli,ChIJdflly-E6bkgROgNJYM9-1-8,cafe|food|store|point_of_interest|establishment,,51.7631708,-3.3564277,TRUE
"Back Row, Crown Square, Denbigh LL16 3TE, United Kingdom",GLASS ONION CAFE,ChIJN8Hw9BYuZUgRVXGD7MhI90A,cafe|meal_takeaway|restaurant|food|store|point_of_interest|establishment,,53.183809,-3.419802,TRUE
"Horseshoe Pass, Llangollen LL20 8DR, UK",Ponderosa Cafe,ChIJX-ppHGjKekgRSFJXiKUvSyg,cafe|food|store|point_of_interest|establishment,,53.0239605,-3.204759,TRUE
"Rear Fondella Buildings, High Street, Rhuddlan LL18 2TU, United Kingdom",Java Square Coffee Co,ChIJE8ZM3P0oZUgRxAc6gvSwito,cafe|food|store|point_of_interest|establishment,2,53.291344,-3.465565,TRUE
"Plot 16/Lon Parcwr Ind Est, Ruthin LL15 1NJ, United Kingdom",Seven Oaks Garden Centre and Cafe,ChIJtYMGeRgzZUgR99hSE9gxozQ,cafe|food|store|point_of_interest|establishment,,53.1211245,-3.3085884,TRUE
"H.T.M. Busness Park, Abergele Rd, Rhuddlan LL18 5UZ, UK",Whistlestop Cafe,ChIJ4a4LcPAoZUgRgiqWjPujTes,cafe|food|point_of_interest|establishment,1,53.2883271,-3.4772599,TRUE
"Loggerheads Country Park, Ruthin Rd, Mold CH7 5LH, UK",CAFFI FLORENCE,ChIJeULDAurNekgREXbLgPzI4vM,cafe|restaurant|food|store|point_of_interest|establishment,2,53.1546245,-3.200446,TRUE
"7 Market St, Ruthin LL15 1AU, UK",Costa Coffee,ChIJC5n7PBYzZUgR4gFEw1RGkPY,cafe|food|store|point_of_interest|establishment,2,53.1144506,-3.3099529,TRUE
"4 A Upper Clwyd Street, Ruthin LL15 1HY, United Kingdom",Gail's Cafe,ChIJS0ZvXRYzZUgRJoLOCNcS_gU,cafe|food|point_of_interest|establishment,,53.1142539,-3.3115084,TRUE
"3TH, Rhyl Rd, Denbigh, United Kingdom",Marg's Cafe,ChIJCxOK_nIuZUgRUunv3mnVw3c,cafe|food|point_of_interest|establishment,1,53.1933771,-3.4083357,TRUE
"28 - 30 High St, Rhyl LL18 1ET, UK",Costa Coffee,ChIJE-APWT4oZUgRs3Wmw1OhHPk,cafe|food|store|point_of_interest|establishment,2,53.3215094,-3.4910516,TRUE
"50-52 High St, Denbigh LL16 3LB, UK",Ji-Binc,ChIJ-weF9hYuZUgRNzVagR-926E,cafe|food|store|point_of_interest|establishment,,53.1832314,-3.4202767,TRUE
"6 Market Street, Rhyl LL18 1RL, UK",Fish & Chips Cafe,ChIJX2YVBz8oZUgRNhUspqcWUnU,cafe|restaurant|food|store|point_of_interest|establishment,1,53.3202793,-3.4907313,TRUE
"Ruthin Craft Centre, Lon Parcwr, Ruthin LL15 1BB, UK",Cafe R,ChIJZweTQz0zZUgRm7M1iay0hsM,cafe|restaurant|food|store|point_of_interest|establishment,,53.1170803,-3.3080032,TRUE
"93 High St, Prestatyn LL19 9AP, UK",Cafe Cranberry,ChIJO9OJogUqZUgR9noq6DwbVWQ,cafe|food|store|point_of_interest|establishment,,53.334518,-3.403981,TRUE
"7 Bridge St, Llangollen LL20 8PG, UK",Fouzi's Café Bar & Pizzeria,ChIJVeodYtC1ekgRZPx4w6VwjXQ,cafe|bar|restaurant|food|point_of_interest|establishment,2,52.970647,-3.170127,TRUE
"7 Russell Rd, Rhyl LL18 3BS, UK",Liffy's Cafe And Bistro,ChIJRdNCHD8oZUgRBKvxGsWs_xk,cafe|food|point_of_interest|establishment,,53.32076,-3.489413,TRUE
"11 Kings' Ave, Prestatyn LL19 9AA, UK",Almond Tree Cafe,ChIJjSMjCAUqZUgRILzTuZYDXjo,cafe|restaurant|food|store|point_of_interest|establishment,1,53.334143,-3.4043851,TRUE
"2, The Quayside Buildings, W Parade, Foryd Harbour, Rhyl LL18 5AX, UK",The Harbour Hub Cafe,ChIJkQV0inIoZUgRKMCe4Jz5QIc,cafe|bakery|restaurant|food|store|point_of_interest|establishment,1,53.3151475,-3.5089101,TRUE
"89 High St, Rhyl LL18 1EU, UK",Silver's Cafe,ChIJh6hBGT8oZUgRKWUNkWmp1CY,cafe|food|point_of_interest|establishment,1,53.3203693,-3.4893831,TRUE
"8 Kinmel St, Rhyl LL18 1AL, UK",Bridge Cafe,ChIJqRV-aj8oZUgRoprk_zerjLw,cafe|restaurant|food|store|point_of_interest|establishment,,53.319261,-3.488933,TRUE
"Kimmeridge, Wareham BH20 5PE, United Kingdom",Clavell's Restaurant,ChIJUbuX0dgGc0gRoTNwtLzCwS8,cafe|restaurant|food|store|point_of_interest|establishment,2,50.6183216,-2.1189783,TRUE
"21C-23A Commercial Rd, Swanage BH19 1DF, UK",Chococo,ChIJ4eMPcmUJc0gR4eijQkVP_kU,cafe|food|store|point_of_interest|establishment,2,50.608996,-1.958123,TRUE
"The Square, Corfe Castle, Wareham BH20 5EZ, UK",Model Village Gardens & Cafe,ChIJCTNUqzUGc0gRqYeLwlhMwMA,park|cafe|food|point_of_interest|establishment,,50.6382855,-2.0576719,TRUE
"Bere Farm Cottages, Wareham Rd, Lytchett Minster, Poole BH16 6ER, UK",The Barn Cafe,ChIJkzi5Xcyoc0gRZfhoA1oNKLI,cafe|food|point_of_interest|establishment,2,50.7404671,-2.0831076,TRUE
"Ferry Rd, Studland, Swanage BH19 3AQ, UK",Knoll Beach Cafe,ChIJh10gcfcJc0gRVNh5zA08LXM,cafe|food|point_of_interest|establishment,2,50.651886,-1.9537174,TRUE
"153 High St, Poole BH15 1AU, UK",Caffè Nero,ChIJx4YT5Oimc0gRM2L43snEcrY,cafe|food|store|point_of_interest|establishment,2,50.716722,-1.9826454,TRUE
"S W Coast Path, Studland, Swanage BH19 3AN, UK",Joe's Cafe,ChIJk6WoXB8Kc0gRn_0ip1yjOZo,cafe|meal_takeaway|restaurant|food|point_of_interest|establishment,,50.6428509,-1.9447481,TRUE
"Tilly Mead, Unit 3, Commercial Rd, Swanage BH19 1DF, United Kingdom",Java Independent Coffee House,ChIJ9z3KDGUJc0gR0LiqO99ugjw,cafe|food|store|point_of_interest|establishment,,50.6088339,-1.95757,TRUE
"Burlington Rd, Swanage BH19 1LW, UK",The Cabin,ChIJQxfIG3kJc0gRhGPl_nRZCGM,cafe|food|point_of_interest|establishment,2,50.6187755,-1.9559778,TRUE
"28 Shore Rd, Poole BH13 7PJ, UK",Jazz Cafe,ChIJoVG5UN2gc0gR-9iWP0-VKQg,cafe|restaurant|food|point_of_interest|establishment,2,50.695151,-1.930063,TRUE
"Inside Poole General Hospital, 10-32 Longfleet Rd, Poole BH15 2JB, United Kingdom",Costa Coffee,ChIJcdkGbsGmc0gRAPDRQggLhGE,cafe|food|store|point_of_interest|establishment,2,50.7218576,-1.9732651,TRUE
"Unit 1, 1 Dorchester Rd, Poole BH16 5NJ, UK",Costa Coffee,ChIJtatx9cinc0gRO6R2fhrZpZw,cafe|food|store|point_of_interest|establishment,2,50.7380999,-2.0289737,TRUE
"42 High St, Swanage BH19 2NX, UK",Love Cake Etc,ChIJ0zhYnWUJc0gR2Y8RP4zQsnU,cafe|food|point_of_interest|establishment,2,50.6084417,-1.9580055,TRUE
"Arne Road, Wareham BH20 5BJ, United Kingdom",RSPB Arne Cafe & Shop,ChIJD8hrJNqnc0gRwz_36kj19MY,cafe|food|point_of_interest|establishment,,50.6909693,-2.0417406,TRUE
"Marine Terrace, Beach Rd, Studland, Swanage BH19 3AX, United Kingdom",Middle Beach Cafe,ChIJifrlnvUJc0gRhJOHfJhIIvc,cafe|food|point_of_interest|establishment,2,50.6458384,-1.9498143,TRUE
"36 High St, Swanage BH19 2NU, UK",Earthlights Cafe,ChIJXQQToGUJc0gRrPzRjB0Wpk8,cafe|restaurant|food|store|point_of_interest|establishment,,50.6084543,-1.9577197,TRUE
"Parkstone Bay Marina, Turks Ln, Poole BH14 8EW, United Kingdom",South Deep Cafe,ChIJ4yVTwNKmc0gRbEVPacpQ65A,restaurant|bar|cafe|food|point_of_interest|establishment,2,50.7131657,-1.9571096,TRUE
"2 Grand Parade, High Street, Poole BH15 1AD, United Kingdom",Coffee Saloon,ChIJDUXLE-Wmc0gR9P_dh2FDKBM,cafe|food|store|point_of_interest|establishment,,50.712816,-1.988227,TRUE
"7A Station Rd, Swanage BH19 1AB, UK",The Salt Pig Too,ChIJJeXeEmUJc0gRdt1E7PBVMfI,cafe|food|point_of_interest|establishment,2,50.6093107,-1.957718,TRUE
"3 High St, Swanage BH19 2LN, UK",High street cafe,ChIJqULOaGQJc0gR4BPtwhWAymc,cafe|food|point_of_interest|establishment,,50.6077508,-1.9547857,TRUE
"12-14 Rendezvous St, Folkestone CT20 1EZ, UK",Eleto Chocolate Cafe,ChIJSRUT6M--3kcRPvg-oAABjAs,cafe|food|point_of_interest|establishment,2,51.0800079,1.1817345,TRUE
"18, 24 The Old High St, Folkestone CT20 1RL, UK",Steep Street Coffee House,ChIJufhOl8--3kcR3uNRJU-BiVM,cafe|food|store|point_of_interest|establishment,2,51.0804051,1.1830957,TRUE
"80 Sandgate High St, Sandgate, Folkestone CT20 3BX, UK",Orchard Lane Coffee House,ChIJ-8DgpEC_3kcR_FUO5A6SboI,cafe|food|store|point_of_interest|establishment,2,51.0737498,1.1445169,TRUE
"61 Sandgate High St, Sandgate, Folkestone CT20 3AH, UK",Loaf,ChIJiTtqWT-_3kcRUELlc0Cr09o,cafe|food|point_of_interest|establishment,2,51.0736497,1.1454374,TRUE
"111A Old Dover Rd, Capel-le-Ferne, Folkestone CT18 7HT, UK",The Clifftop Cafe,ChIJhxmQMli53kcRmlK5bYCvkxQ,cafe|food|point_of_interest|establishment,1,51.1011518,1.2184069,TRUE
"43 Tontine St, Folkestone CT20 1JT, UK",Beano's Vegetarian Cafe Bar,ChIJoWympc--3kcRtiqjP0O8W2s,cafe|bar|restaurant|food|point_of_interest|establishment,2,51.0811526,1.1834525,TRUE
"26 The Stade, Folkestone CT19 6AE, UK",The Captain's Table Cafe,ChIJWzuPtci-3kcRxpdkL1cHL_E,cafe|food|point_of_interest|establishment,1,51.0806295,1.1874109,TRUE
