formatted_address,name,place_id,types,price_level,res$results$geometry$location$lat,res$results$geometry$location$lng,res$results$opening_hours$open_now
"52 Market St, Colne BB8 0HS, UK",Tesco Express,ChIJpeO_nzeSe0gRyqCES8dt6EI,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,53.8571445,-2.1660106,TRUE
"Kelbrook Road, Kelbrook Rd, Barnoldswick BB18 5BX, UK",SPAR Kelbrook Road,ChIJ7yQB9eeNe0gRXoMpI8YkZIU,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,53.9136157,-2.1832979,TRUE
"Springbank Garage, Manchester Rd, Nelson BB9 7AJ, United Kingdom",SPAR Nelson,ChIJAbrKeBGRe0gR2m6zO4IIMI8,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,53.8330759,-2.2213718,TRUE
"London Rd, Wiltshire, Devizes SN10 2SD, UK",Lidl,ChIJnbWlgaNhcUgRKHDT0nFZnto,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3647163,-1.9704893,TRUE
"Marlborough Business Park, Salisbury Rd, Marlborough SN8 4AE, UK",Tesco Superstore,ChIJSyPG_fhZcUgRehxaqar5Yqg,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.4158865,-1.7214417,TRUE
"33 The Maltings, Salisbury SP1 1BD, UK",Sainsbury's,ChIJE7kQSfDrc0gRe0NH6KtQB4g,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.070128,-1.7990764,TRUE
"Canal Rd, Trowbridge BA14 8QU, UK",Lidl,ChIJ_W7Qzhx-cUgRYQS8z3Xhq0U,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.329845,-2.2054307,TRUE
"Churchill Way W, Salisbury SP2 7TS, UK",Waitrose & Partners,ChIJtzRFl-Trc0gR0jDvikj6XxQ,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.075788,-1.80099,TRUE
"Bath Rd, Melksham SN12 8AB, UK",Lidl,ChIJwcyKxh59cUgRmmKg2rP3hws,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3771066,-2.1411552,TRUE
"Bourne Centre, Southampton Rd, Salisbury SP1 2NY, UK",Tesco Extra,ChIJDWDUTA3sc0gR0zNLIOUnFiA,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.0629084,-1.7730672,TRUE
"Beversbrook Ln, Calne SN11 9PU, UK",Tesco Superstore,ChIJsTmOa4hmcUgR5h5BTzbiczo,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.4540937,-1.993803,TRUE
"Avon Mills, Malmesbury SN16 9FN, United Kingdom",Waitrose & Partners,ChIJ9XOoLOBtcUgR5EUcSm2NO-I,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.580691,-2.092929,TRUE
"Station Rd, Warminster BA12 9BR, UK",Lidl,ChIJ_e2EuH7Rc0gRcBP0JIa2YF8,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.2061768,-2.1767392,TRUE
"Elms Cross Shopping Centre, Rowden Lane, Bradford-on-Avon BA15 2AZ, UK",Sainsbury's,ChIJoyGbz89_cUgRzmUOttP1EYA,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3364085,-2.2522268,TRUE
"17 Phelps Parade, Calne SN11 0HA, UK",Iceland Foods,ChIJd9xDc55mcUgRWl65PKO8BoI,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.4394947,-2.0048511,TRUE
"Bath Rd, Melksham SN12 6LL, UK",Sainsbury's,ChIJSy7uB_x8cUgRHQyx32YPvYY,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3746718,-2.1406918,TRUE
"Station Rd, Tidworth SP9 7NR, UK",Tesco Superstore,ChIJL_mHlnP7c0gRiaOqZmkLx50,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.2340849,-1.6612101,TRUE
"Fore St, Westbury BA13 3AY, UK",Tesco Express,ChIJpSDrT5_Wc0gR1nQ1zStr038,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.2644795,-2.182378,TRUE
"37 High St, Melksham SN12 6JY, UK",Iceland Foods,ChIJGd1CX_x8cUgRJmOGwpfl-p0,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.3733896,-2.1388711,TRUE
"Bath Rd, Melksham SN12 6LP, UK",Waitrose & Partners,ChIJT-FYJB58cUgR8Jei3m7Z2_g,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.3751557,-2.1381739,TRUE
"17 High St, Marlborough SN8 1AA, UK",Waitrose & Partners,ChIJKyBGwbdXcUgROGAzkxfVZfU,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.4203252,-1.7310588,TRUE
"The Podium, Bath BA1 5AL, UK",Waitrose & Partners,ChIJb-9AshOBcUgRN8tR_FE-LEs,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.3836978,-2.3595107,TRUE
"Station Rd, Warminster BA12 9BR, UK",Waitrose & Partners,ChIJAe6EuH7Rc0gRJycoeM4glIY,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.2047828,-2.1766521,TRUE
"Unit 1A Lion Retail Park, 151 Oriental Rd, Woking GU22 8BD, United Kingdom",Asda Woking Supermarket,ChIJDyeZNj7YdUgRq2Hgf65wlyk,supermarket|grocery_or_supermarket|clothing_store|food|store|point_of_interest|establishment,1,51.3239179,-0.5422778,TRUE
"82 Goldsworth Rd, Woking GU21 6NX, UK",Morrisons,ChIJKdD6HYnXdUgRmSoADfseeRE,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3152016,-0.5680998,TRUE
"Guildford Rd, Woking GU22 7PX, UK",Tesco Express,ChIJEaAQuifYdUgRGWC3-WAVl0I,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.315981,-0.560111,TRUE
"Goldsworth Park Centre, 1, Woking GU21 3LG, United Kingdom",Waitrose & Partners,ChIJV7l5GbzXdUgRxRSj1A-smf0,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.3185282,-0.5901514,TRUE
"103 Walton Rd, Woking GU21 5DW, UK",Atif Superstore,ChIJd8LLPj3YdUgRe4lnujUrgjI,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3229952,-0.5499081,TRUE
"Forsyth Rd, Sheerwater, Woking GU21 5SE, UK",Asda Woking Sheerwater Superstore,ChIJHTY3UWnYdUgR4nrOAH9stlE,supermarket|gas_station|atm|grocery_or_supermarket|clothing_store|finance|cafe|health|food|store|point_of_interest|establishment,1,51.3314888,-0.5310017,TRUE
"13 Wolsey Walk, Woking GU21 6XU, UK",Sainsbury's,ChIJ6Q7GxU7WdUgRYhDUwqOSyZs,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3190574,-0.5601415,TRUE
"1 Chertsey Rd, Woking GU21 5AB, UK",Budgens,ChIJTVCoqybYdUgRoT3eUD9P49A,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.3190174,-0.5567078,TRUE
"Railway Station, Woking GU22 7AE, UK",M&S Woking Rail Simply Food,ChIJO7W-TybYdUgRh8B-SO4ZObw,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.318115,-0.557326,TRUE
"SIMPLY FRESH, 1-3 Oriental Rd, Woking GU22 7AH, UK",Simply Fresh,ChIJi2JUIiTYdUgRw5_8iWtErmc,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3180241,-0.5560261,TRUE
"21 Dartmouth Ave, Woking GU21 5PE, UK",Londis,ChIJsXv6U27YdUgRQK03RPsPUc4,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3331052,-0.5305173,TRUE
"Aberdeen House, Woking GU22 0EU, United Kingdom",Londis,ChIJgyZ9WZvXdUgRlvLmH_RmVNU,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.3092657,-0.5746692,TRUE
"25 High St, Woking GU21 6BW, UK",Grey's Oriental Foods,ChIJyyJN4CbYdUgRZzme7BGjjb0,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3180049,-0.5592946,TRUE
"86 Walton Rd, Woking GU21 5DW, UK",Khan Superstore,ChIJtzU3MT3YdUgRw1tgWUu3S94,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3230851,-0.5502046,TRUE
"Redding Way, Knaphill, Woking GU21 2QT, UK",Sainsbury's,ChIJ6Q7GxU7WdUgREINfbEVhcSk,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.3119557,-0.6254445,TRUE
"133 Princess Rd, Woking GU22 8ER, UK",Wokingi Magyar elelmiszer bolt / East & West grocery shop,ChIJzx6rwuPZdUgRFnCEaET3FO8,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.3237455,-0.5313591,TRUE
"77 Old Woking Rd, West Byfleet KT14 6JA, UK",Tesco Esso Express,ChIJwawJeoXYdUgRiDIPFRp-N_c,supermarket|gas_station|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.3359441,-0.5063313,TRUE
"27 Station Rd, Chobham, Woking GU24 8AQ, UK",Tesco Express,ChIJc-95LNbXdUgRor6FW4DPbH8,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.345947,-0.600847,TRUE
"Portsmouth Rd, Send, Woking GU23 7JY, UK",Little Waitrose & Partners,ChIJDZx2N3XZdUgR6qpq3yz0ykw,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.2817102,-0.5135349,TRUE
"15 High St, Knaphill, Woking GU21 2PJ, UK",Tesco Express,ChIJv0nDsE7WdUgRD1z_51TTDO8,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.3186642,-0.6166077,TRUE
"Prince Ave, Southend-on-Sea, Westcliff-on-Sea SS0 0JP, UK",Tesco Extra,ChIJT81koHPZ2EcRBzgumzZiajg,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5610459,0.6844515,TRUE
"Fossetts Way, Eastern Ave, Southend-on-Sea SS2 4DQ, UK",Waitrose & Partners,ChIJ7SBNzffY2EcRtQ15kv0xZnY,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.555798,0.7252562,TRUE
"Heygate Ave, Southend-on-Sea SS1 1DX, UK",Tesco Express,ChIJFzZAlknY2EcRF4JbcOOvSVI,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5352582,0.7147162,TRUE
"45 London Rd, Southend-on-Sea SS1 1PL, UK",Sainsbury's,ChIJ_XSutEzY2EcRTPtww6RVo_c,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.5406797,0.7091704,TRUE
"667-673 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9PD, UK",Tesco Express,ChIJvflpypnZ2EcRBOfGa4LYedI,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5458421,0.6825042,TRUE
"4-9 York Rd, Southend-on-Sea SS1 2BH, UK",Iceland Foods,ChIJaXuhMErY2EcRg5O12RWF3S0,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.5359653,0.7143857,TRUE
"1231, 1241 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JQ, UK",Waitrose & Partners,ChIJa1mNwy7a2EcRzF0HNh5e04Q,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.548293,0.6548696,TRUE
"156-158 Hamlet Ct Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7LJ, UK",Tesco Express,ChIJD0qQRrrZ2EcRsxvVpqDAjqg,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5408286,0.695702,TRUE
"188-192 The Broadway, Southend-on-Sea SS1 3EU, UK",Nisa Extra Thorpe Bay - Honeycomb Supermarket,ChIJP3zUm4sn2UcRi1ngBSZNc_U,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.5365799,0.76183,TRUE
"N Shoebury Rd, Southend-on-Sea SS3 8DA, UK",Asda Shoeburyness Superstore,ChIJ_3trlJUn2UcRlNwUttxRBZo,supermarket|gas_station|atm|pharmacy|grocery_or_supermarket|clothing_store|finance|cafe|health|food|store|point_of_interest|establishment,1,51.5397339,0.781435,TRUE
"1017 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JY, UK",Tesco Express,ChIJq5qt_4bZ2EcRCsiC0L4Uqik,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5475059,0.6653891,TRUE
"684-686 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9HQ, UK",ALDI,ChIJmYjJ1aLZ2EcR4Hp0kI0adts,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.5455007,0.6811577,TRUE
"984 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3NF, UK",Iceland Foods,ChIJ40eQ0ina2EcRatEqVX96XD8,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.5473544,0.6607427,TRUE
"Eastern Ave, Southend-on-Sea SS2 5YB, UK",ALDI,ChIJy4WybfbY2EcRMEv1BXj51Uc,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.554325,0.7106482,TRUE
"141 Woodgrange Dr, Southend-on-Sea SS1 2SE, UK",Lidl,ChIJcVLO80DY2EcR4p_-H-ThIVI,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.5350027,0.73024,TRUE
"The Greyhound Retail Park, Greyhound Way, Southend-on-Sea SS2 5PY, UK",Lidl,ChIJ962A-lHY2EcRlwNIAc8Myvc,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.5453562,0.7168226,TRUE
"1231 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JA, UK",SpiceBoat,ChIJ7fobwS7a2EcRmoCclY6iqdM,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.5482755,0.6551111,TRUE
"The Kursaal, The, Southchurch Ave, Kursaal SS1 2ZG, United Kingdom",Tesco Express,ChIJEfw7iDjY2EcRoYxwPUdSYds,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.5330825,0.7244414,TRUE
"188 Western Approaches, Southend-on-Sea SS2 6TY, UK",Morrisons,ChIJ22ya4mXZ2EcR0vn79QRuR0g,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.5708575,0.6711289,TRUE
"326-328 Bridgwater Dr, Southend-on-Sea, Westcliff-on-Sea SS0 0EZ, UK",Costcutter,ChIJuS_4UXzZ2EcRwi6j8xvraHA,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.5624841,0.665844,
"59-62 South Bridge, Edinburgh EH1 1LS, UK",Tesco Express,ChIJBQKryoXHh0gR-TZgW3A3LBw,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9475853,-3.1859601,TRUE
"141 Princes St, Edinburgh EH2 4BL, UK",Tesco Express,ChIJf-JCwZDHh0gRFGj4BESgP3s,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9504629,-3.2069269,TRUE
"59 Holyrood Rd, Edinburgh EH8 8AU, UK",Tesco Express,ChIJ_zCT4A64h0gR5JdCYdf9md4,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9504013,-3.1784661,TRUE
"9-10 St Andrew Square, Edinburgh EH2 2AF, UK",Sainsbury's,ChIJR0uQFY7Hh0gRpsdaoVLZv-E,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,55.953415,-3.1941117,TRUE
"Meadow Pl Rd, Edinburgh EH12 7UQ, UK",Tesco Extra,ChIJR1XyodXFh0gRDt327hHudb4,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9405077,-3.2950576,TRUE
"102 West Port, Edinburgh EH3 9HS, UK",Sainsbury's Local,ChIJh1TtFpnHh0gREK3DHFb-ztY,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,55.9459475,-3.2010847,TRUE
"8 Picardy Pl, Edinburgh EH1 3JT, UK",Tesco Express,ChIJa_73PYzHh0gRBnGa1XwW40o,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9569756,-3.1871778,TRUE
"25-29 Clerk St, Edinburgh EH8 9JH, UK",星光便利 Starlight Chinese Supermarket,ChIJ8xX9uoHHh0gRctcxvq7Erwk,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,55.9423335,-3.1825568,TRUE
"94 Nicolson St, Edinburgh EH8 9EW, UK",Tesco Metro,ChIJMYhbwYXHh0gRXIq1pjXd_8I,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9447766,-3.1835917,TRUE
"7 Broughton Rd, Edinburgh EH7 4EW, UK",Tesco Superstore,ChIJ6Ze_E-3Hh0gRlPF3UQS3Pgc,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9632755,-3.1963027,TRUE
"Cultins Rd, Edinburgh EH11 4DG, UK",Tesco Superstore,ChIJsUu4rDrEh0gRofltDqRBP5Y,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9250065,-3.3058208,TRUE
"4-6 Brunswick Pl, Leith Walk, Edinburgh EH7 5HW, UK",Tesco Express,ChIJ0YIktIrHh0gRX3_m6LSkPu8,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.961354,-3.1802358,TRUE
"76 Duke St, Edinburgh EH6 8HL, UK",Tesco Superstore,ChIJ_zCT4A64h0gRcD2s_-dRjdA,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9697733,-3.1704149,TRUE
"32 Earl Grey St, Edinburgh EH3 9BN, UK",Tesco Express,ChIJHWtWTZ_Hh0gRfq5X4-U4ipg,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9443777,-3.2049381,TRUE
"100 The Jewel, Brunstane, Edinburgh EH15 3AR, UK",Asda Edinburgh Supercentre,ChIJAQSd1Qe5h0gRhNiwEjVQ45E,supermarket|gas_station|atm|pharmacy|grocery_or_supermarket|clothing_store|finance|cafe|health|food|store|point_of_interest|establishment,1,55.9386728,-3.1030957,TRUE
"158 Causewayside, Edinburgh EH9 1PR, UK",Tesco Express,ChIJH7O_437Hh0gRs5xiyNA2jt8,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,55.9360315,-3.1802698,TRUE
"Newkirkgate Shopping Centre 35 Newkirkgate, Edinburgh EH6 6AA, United Kingdom",Lidl,ChIJVVJYJQ-4h0gREPIYItEk-Dw,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,55.9713938,-3.1721895,TRUE
"Cameron Toll Shopping Centre, 6 Lady Rd, Edinburgh EH16 5PB, UK",Sainsbury's,ChIJG8upJZu4h0gR-K6pyh0Avmo,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,55.9272148,-3.1632731,TRUE
"9-4 Princes Street Waverley Bridge Waverley Station, Edinburgh EH1 1BQ, United Kingdom",M&S Edinburgh Waverley Rail Simply Food,ChIJHWDku4_Hh0gRyl61xzMbSMQ,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,55.952815,-3.192269,TRUE
"463 Gilmerton Rd, Edinburgh EH17 7JH, UK",Morrisons,ChIJu9s_a8e4h0gRZqySUuT0b9M,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,55.9093226,-3.1422343,TRUE
"Leigh Rd, Eastleigh SO50 9FH, UK",Sainsbury's,ChIJb32Sov1ydEgRwQb8mGQ4CcI,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,50.969849,-1.352255,TRUE
"91 Worting Rd, Basingstoke RG21 8BJ, UK",Morrisons,ChIJYf08TPMhdEgRrYDvK63r_zA,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.263686,-1.1030276,TRUE
"Brighton Way, Brighton Hill, Basingstoke RG22 4DH, United Kingdom",Asda Basingstoke Superstore,ChIJS2sS_xAidEgRbZaU7gxy0hM,supermarket|atm|grocery_or_supermarket|clothing_store|finance|cafe|food|store|point_of_interest|establishment,1,51.2442625,-1.1135371,TRUE
"51 Upper Brook St, Winchester SO23 8DG, UK",Chinatown Oriental Supermarket,ChIJT8E3yIsNdEgRcV-BWo_97yY,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.063741,-1.312792,TRUE
"46-48 London Rd, Blackwater, Camberley GU17 0AA, UK",ALDI,ChIJPW010pYqdEgRIMTJkAfpf8s,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.3311004,-0.7801765,TRUE
"The Furlong, Ringwood BH24 1AT, UK",Waitrose & Partners,ChIJpfOH4EOXc0gR9A8Uw5YGY7A,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,50.847856,-1.793605,TRUE
"355 Shirley Rd, Southampton SO15 3JD, UK",Lidl,ChIJd3sqwJ12dEgRreJeBsrSp7Q,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,50.9191239,-1.4274137,TRUE
"Western Ave, Andover SP10 1BS, UK",Lidl,ChIJ85bIu6EHdEgRnCfgweaMEV4,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,,51.2092517,-1.4825155,TRUE
"Draymans Way, Alton GU34 1SS, UK",Sainsbury's,ChIJ8T-mYOQ6dEgREu45kyTeDtc,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.1469796,-0.9751459,TRUE
"35 The Hundred, Romsey SO51 8GE, UK",ALDI,ChIJu15fYaeKc0gRVKUt4MnU_Vo,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,50.9883403,-1.4973304,TRUE
"Station Rd, Hook RG27 9JE, UK",Tesco Superstore,ChIJMVtrdxUmdEgR6BA75OEe-80,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,51.2794895,-0.9604259,TRUE
"38-40 West St, Fareham PO16 0JW, UK",Iceland Foods,ChIJ08XP2pBodEgRib6LAHCbtqQ,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,50.8521613,-1.1765252,TRUE
"129 Stoke Rd, Gosport PO12 1SD, UK",Waitrose & Partners,ChIJpeRqogxndEgRHGGecQKjlgk,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,50.7928449,-1.134999,TRUE
"Larchwood Ave, Havant PO9 3QW, UK",Asda Havant Supercentre,ChIJt-j9JZhEdEgRgyLr-Kb5EXM,supermarket|gas_station|atm|pharmacy|grocery_or_supermarket|clothing_store|finance|cafe|health|food|store|point_of_interest|establishment,1,50.862414,-1.01449,TRUE
"88-96 Bevois Valley Rd, Southampton SO14 0JZ, UK",ALDI,ChIJu2ib_1RxdEgRs6UfcKPMtv0,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,50.9174811,-1.3949571,TRUE
"8 Rams Walk, Petersfield GU32 3JA, UK",Waitrose & Partners,ChIJowT4S_lHdEgRhyovzvFg-20,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.0047631,-0.9372122,TRUE
"32 Alma Rd, Romsey SO51 8AS, UK",Waitrose & Partners,ChIJt1i9eFh1dEgRodJIlhWfq6I,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,50.9900451,-1.4967831,TRUE
"Stockbridge Rd, Winchester SO22 6EW, UK",Waitrose & Partners,ChIJgyLT-MENdEgRZsFMSCfEYsE,supermarket|grocery_or_supermarket|bakery|food|store|point_of_interest|establishment,2,51.0740564,-1.337163,TRUE
"116-122 Fleet Rd, Fleet GU51 4BE, UK",Sainsbury's,ChIJd83O0t8rdEgR-CHKcrbhRbQ,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,51.2823285,-0.8412219,TRUE
"10 Middle Brook St, Winchester SO23 8AQ, UK",Iceland Foods,ChIJHbvmE4oNdEgRCUDyRggya28,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,51.0631034,-1.3112065,TRUE
"Retail Park, Preston St, Whitehaven CA28 9DL, United Kingdom",Iceland Foods,ChIJpfRfO-8xY0gRcCMHUVVGKek,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,54.5441604,-3.5903068,TRUE
"1 Flatt Walks, Whitehaven CA28 7RJ, UK",Morrisons,ChIJ6TDmD_AxY0gR2TVKa-MpjFg,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,54.545692,-3.5854821,TRUE
"Bransty Row, N Shore Rd, Whitehaven CA28 7XY, UK",Tesco Superstore,ChIJCSdtF-MxY0gRW1JAVC6vZ20,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,54.5528837,-3.5878381,TRUE
"Whitehaven CA28 7GA, UK",ALDI,ChIJE987Ou8xY0gRbV09xzEzfes,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,1,54.5444202,-3.5901639,TRUE
"Preston St, Whitehaven CA28 9DL, UK",Asda Whitehaven Supermarket,ChIJqQCrJ-8xY0gRCeux7k7cC2M,supermarket|atm|grocery_or_supermarket|finance|food|store|point_of_interest|establishment,1,54.5427318,-3.5905214,TRUE
"Lancashire Rd, Millom LA18 4BX, UK",Tesco Superstore,ChIJu2UPlCaufEgR-iDQFeefwu4,supermarket|grocery_or_supermarket|convenience_store|food|store|point_of_interest|establishment,1,54.2106633,-3.2704219,TRUE
"101 Woodhouse Rd, Whitehaven CA28 9QD, UK",Nisa Local,ChIJhZXlk5UxY0gRaGxY9UwaIyM,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,54.5304189,-3.5957272,TRUE
"Four Seasons, Whinlatter Rd, Whitehaven CA28 8DJ, UK",Nisa Local,ChIJrXY2jYsxY0gRSAs7ir1bS-M,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,54.5329725,-3.5758354,TRUE
"256/270 Sharoe Green Ln, Fulwood, Preston PR2 9HD, UK","Booths, Fulwood",ChIJ_4XAuwJye0gRX82bqoyUptM,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,53.7926087,-2.7062996,TRUE
"24 Station Rd, Hesketh Bank, Preston PR4 6SN, UK","Booths, Hesketh Bank",ChIJuX1zB7UUe0gRExiIOEOh7lk,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,53.6984028,-2.8375267,TRUE
"Hala Rd, Lancaster LA1 4SG, UK","Booths, Lancaster",ChIJkzpqpvVie0gR6ZLEARD9Xqg,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,54.0278754,-2.7950039,TRUE
"Liverpool Rd, Longton, Preston PR4 5NB, UK","Booths, Longton",ChIJG7JVwulse0gRFG56yMg02xg,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,53.7274047,-2.7847908,TRUE
"Haven Rd, Lytham St Annes, Lytham Saint Annes FY8 5EG, UK","Booths, Lytham",ChIJhaCli0lAe0gRdNoEFHPiyVs,supermarket|grocery_or_supermarket|food|store|point_of_interest|establishment,2,53.739243,-2.955997,TRUE
